Prodotto_Shopify,Categoria_Padre,Sottocategoria,SKU,EAN,Prezzo_2026,Opzione_1_Nome,Opzione_1_Valore,Opzione_2_Nome,Opzione_2_Valore,Titolo_Originale_Listino
Gre - DOCCIA SOLARE SMONTABILE ALLUMINIL FINITURA,Accessori,Docce e scale,SSAL18,8412081307121,396.55,,,,,Doccia solare smontabile in alluminio 18l finitura spray nero
Gre - MINI DOCCIA SOLARE ALBA POLIETILENE,Accessori,Docce e scale,SLS17,8412081993072,246.17,,,,,"Mini doccia solare ALBA in polietilene 15l con doccino e rubinetto lavapiedi. Tubo flessibile da 1,5m"
Gre - DOCCIA SOLARE SMONTABILE PVC IMITAZIONE Legno,Accessori,Docce e scale,AR1009W,8412081312804,147.29,,,,,Doccia solare smontabile PVC imitazione legno 9l
Gre - TUBO BLU SEZIONABILE SEZIONI Blu,Accessori,Materiale di pulizia,90160,8427370901607,147.29,Dettaglio,"5m Ø 38mm. 23 sezioni da 1,58m",,,"Tubo blu sezionabile 36,5m Ø 38mm. 23 sezioni da 1,58m"
Gre - TUBO BLU SEZIONABILE SEZIONI Blu,Accessori,Materiale di pulizia,90161,8427370901614,153.47,Dettaglio,"5m Ø 32mm. 23 sezioni da 1,58m",,,"Tubo blu sezionabile 36,5m Ø 32mm. 23 sezioni da 1,58m"
Gre - TUBO BIANCO FILTRI CON TERMINALI,Accessori,Materiale di pulizia,40180,8427370401800,30.179,Dettaglio,ltri 4m con 2 terminali Ø 38mm,,,Tubo bianco per filtri 4m con 2 terminali Ø 38mm
Gre - TUBO BIANCO FILTRI CON TERMINALI,Accessori,Materiale di pulizia,40181,8427370401817,27.707,Dettaglio,ltri 4m con 2 terminali Ø 32mm,,,Tubo bianco per filtri 4m con 2 terminali Ø 32mm
Gre - TUBO CONNESSIONE FILTRI,Accessori,Materiale di pulizia,60222,8427370602221,14.626,Misura,68,,,Tubo di connessione per filtri 68cm Ø 38mm
Gre - TUBO CONNESSIONE FILTRI,Accessori,Materiale di pulizia,60218,8427370602184,14.626,Misura,58,,,Tubo di connessione per filtri 58cm Ø 38mm
Gre - TUBO CONNESSIONE FILTRI,Accessori,Materiale di pulizia,60205,8427370602054,13.184,Misura,36,,,Tubo di connessione per filtri 36cm Ø 38mm
"Gre - TUBI FILTRAZIONE MM: 2X4, 1X1",Accessori,Materiale di pulizia,AR2100,8412081202518,114.33,,,,,"Kit tubi filtrazione Ø 38mm: 2x4,5m + 1x1,5m + 1x0,68m + 1x0,58m + 1x0,40m + 7 fascette"
Gre - ADATTATORE TUB CON ATTACCO FILETTATO,Accessori,Materiale di pulizia,40091,8427370400919,6.695,,,,,Adattatore per tubo Ø 38 mm con attacco filettato
Gre - RACCORDI FASCETTE,Accessori,Materiale di pulizia,AR509,8412081209685,24.102,,,,,2 Raccordi Ø 38 + 4 fascette Ø 38
Gre - RACCORDI 38/3 FASCETTE 38/3,Accessori,Materiale di pulizia,AR511,8412081215792,24.205,,,,,2 Raccordi Ø 38/32 + 4 fascette Ø 38/32
Gre - RACCORDO UNIRE TUBI Ø38,Accessori,Materiale di pulizia,40009,8427370400094,6.6847,,,,,Raccordo per unire 2 tubi Ø38 - Ø32mm
Gre - ADATTATORE TUB/M,Accessori,Materiale di pulizia,40095,8427370400957,6.8495,,,,,Adattatore per tubo Ø 38/32mm
Gre - TUBO BLU PULISCIFONDM CON TERMINALI Blu,Accessori,Materiale di pulizia,40004,8427370400049,62.727,Misura,o 15,,,Tubo blu per puliscifondo 15m con 2 terminali Ø 38mm
Gre - TUBO BLU PULISCIFONDM CON TERMINALI Blu,Accessori,Materiale di pulizia,40003,8427370400032,54.487,Misura,o 12,,,Tubo blu per puliscifondo 12m con 2 terminali Ø 38mm
Gre - TUBO BLU PULISCIFONDM CON TERMINALI Blu,Accessori,Materiale di pulizia,40002,8427370400025,48.41,Misura,o 10,,,Tubo blu per puliscifondo 10m con 2 terminali Ø 38mm
Gre - TUBO BLU PULISCIFONDM CON TERMINALI Blu,Accessori,Materiale di pulizia,40001,8427370400018,43.26,Misura,o 8,,,Tubo blu per puliscifondo 8m con 2 terminali Ø 38mm
Gre - TUBO BLU PULISCIFONDM CON TERMINALI Blu,Accessori,Materiale di pulizia,AR210,8412081960296,33.99,Misura,o 6,,,Tubo blu per puliscifondo 6m con 2 terminali Ø 38mm
Gre - TUBO BLU PULISCIFONDM CON TERMINALI Blu,Accessori,Materiale di pulizia,AR212,8412081240824,24.617,Misura,o 4,,,Tubo blu per puliscifondo 4m con 2 terminali Ø 38mm
Gre - TUBO GALLEGGIANTE CON DUE TERMINALI,Accessori,Materiale di pulizia,770323,3605217703231,49.337,Misura,12,,,Tubo galleggiante 12m con due terminali Ø 32mm
Gre - TUBO GALLEGGIANTE CON DUE TERMINALI,Accessori,Materiale di pulizia,770322,3605217703224,36.565,Misura,7,,,Tubo galleggiante 7m con due terminali Ø 32mm
Gre - AVVOLGITORE TUBO GALLEGGIANTE FINO TUBO,Accessori,Materiale di pulizia,90165,8427370901652,47.174,,,,,Avvolgitore per tubo galleggiante fino a 15m. Tubo Non Incluso
Gre - TERMINALE TUBO GALLEGGIANTE,Accessori,Materiale di pulizia,40012,8427370400124,8.2297,,,,,Terminale per tubo galleggiante Ø 38mm
Gre - RACCORD HXH PN16,Accessori,Materiale di pulizia,40537,8427370405372,8.755,,,,,Raccordo Ø 50 HXH PN16
Gre - RACCORDP. ASCHIO 1'' PN16,Accessori,Materiale di pulizia,40538,8427370405389,8.755,,,,,Raccordo 3P. Ø 50 maschio 1'' 1/2 PN16
Gre - RACCORDP. ASCHIO 2'' PN16,Accessori,Materiale di pulizia,40539,8427370405396,8.755,,,,,Raccordo 3P. Ø 50 maschio 2'' PN16
Gre - VALVOLA ANTIRITORN PN16,Accessori,Materiale di pulizia,40541,8427370405419,27.81,,,,,Valvola antiritorno Ø 50 PN16
Gre - VALVOLA PN10,Accessori,Materiale di pulizia,40543,8427370405433,27.295,,,,,Valvola Ø 50 PN10
Gre - RACCORDO PN16 INCOLLARE,Accessori,Materiale di pulizia,40592,8427370405921,5.562,,,,,Raccordo a T Ø 50 PN16 - da incollare
Gre - GOMIT 90° PN16 INCOLLARE,Accessori,Materiale di pulizia,40590,8427370405907,4.62264,,,,,Gomito Ø 50 90° PN16 - da incollare
Gre - GOMIT 45° PN16,Accessori,Materiale di pulizia,40591,8427370405914,4.62264,,,,,Gomito Ø 50 45° PN16
Gre - RACCORDO CURVA 90° PN16 INCOLLARE,Accessori,Materiale di pulizia,40555,8427370405556,11.742,,,,,Raccordo curva Ø 50 90° PN16 - da incollare
Gre - RACCORD PN16 INCOLLARE,Accessori,Materiale di pulizia,40593,8427370405938,3.296,,,,,Raccordo Ø 50 PN16 - da incollare
"Gre - VALVOLA PN10, TUBO FILETTATO MASCHIO",Accessori,Materiale di pulizia,40646,8427370406461,28.222,,,,,"Valvola Ø 50 PN10, tubo filettato maschio"
Gre - ADESIVO PVC,Accessori,Materiale di pulizia,40553,8427370405532,19.982,,,,,Adesivo per PVC 250 g
Gre - TUBO SEMIRIGIDO RINFORZATO TRASPARENTE,Accessori,Materiale di pulizia,787104,3605217871046,0.0,,,,,"Tubo semirigido rinforzato trasparente Ø 38, 25m"
Gre - TUBO PVC SEMIRIGID,Accessori,Materiale di pulizia,40557,8427370405570,138.02,,,,,"Tubo PVC semirigido Ø 50, 25m"
Gre - ROBOT ELETTRICO PISCINE INTERRATE FINO,Accessori,Robot,WR000501,9317545290331,668.47,,,,,"Robot elettrico ER 230 per piscine interrate fino a 9x4m. Pulizia fondo, pareti e linea d'acqua"
Gre - ROBOT BATTERIA WET RUNNER XPERT,Accessori,Robot,RBR120,8412081308500,338.87,,,,,Robot a batteria WET RUNNER XPERT per piscine fuori terra e interrate fino a 12x5 m con fondo piatto. Cordless. Tempo di esecuzione: 120 min
Gre - ROBOT BATTERIA WET RUNNER PLUS,Accessori,Robot,RBR75,8412081308494,307.97,,,,,"Robot a batteria WET RUNNER PLUS per piscine fuori terra e interrate fino a 10x5 m con fondo piatto. Cordless, ricaricabile in 5 ore. Tempo di esecuzione: 70 min"
Gre - ROBOT BATTERIA MOOV PISCINE FUORI,Accessori,Robot,RBG90,8435611084866,174.07,,,,,Robot a batteria MOOVO 90 per piscine fuori terra con fondo piatto fino a 80m². Tempo di esecuzione: 90 min
Gre - PULITORE ELETTRICO ACTION VAC PISCINE,Accessori,Pulitori,VCB50P,8412081313061,410.97,,,,,"Pulitore elettrico ACTION VAC per piscine e spa. Potenza 22,2W. Funziona con batteria al litio ricaricabile. Potenza aspirazione 4,2m³/h. Tempo di funzionamento: 60/90 minuti"
Gre - PULITORE ELETTRICO SUVAC PISCINE FUORI,Accessori,Pulitori,VCB10P,8412081313054,253.38,,,,,"Pulitore elettrico SUPER VAC per piscine fuori terra e interrate. Potenza 14,8W. Funziona con batteria al litio ricaricabile. Potenza aspirazione 2,7m³/h. Tempo di funzionamento: 50/70 minuti"
Gre - PULITORE ELETTRICO ELECTRIC VAC PLUS,Accessori,Pulitori,VCB50,8412081272528,390.37,,,,,"Pulitore elettrico ELECTRIC VAC PLUS per piscine e spa. Potenza 35W. Funziona con batteria al litio ricaricabile. Potenza aspirazione 5,4m³/h Tempo di funzionamento: 90 minuti"
Gre - PULITORE ELETTRICO ELECTRIC VAC PISCINE,Accessori,Pulitori,VCB10,8412081263298,143.17,,,,,"Pulitore elettrico ELECTRIC VAC per piscine fuori terra e interrate. Potenza 25W. Funziona con batteria al litio ricaricabile. Potenza aspirazione 2,5m³/h. Tempo di funzionamento: 60 minuti"
Gre - PULITORE ELETTRICO POOL TWIN-BRUSH PISCINE,Accessori,Pulitori,TBC60,4050255057089,235.87,,,,,"Pulitore elettrico POOL TWIN-BRUSH per piscine, pavimenti e terrazzi. Composto da spazzole  2 in 1 a rotazione contraria.  Include batteria, caricabatteria, spazzole medie e dure e un'asta telescopica da 45 cm. Facile collegamento con il tubo da giardino. Funzionamento 1 ora"
Gre - PULITORE ELETTRICO HEALTH VAC PISCINE,Accessori,Pulitori,CSPA,8412081265315,115.36,,,,,Pulitore elettrico HEALTH VAC per piscine e spa. Potenza 17W. Ricaricabile e senza fili. Potenza aspirazione: 1m³/h. Tempo di funzionamento 45 minuti. Può essere utilizzato con il manico in dotazione o collegato un'asta
Gre - PULITORE ELETTRICO HEALTH VAC PLUS,Accessori,Pulitori,CSPAN,8412081307480,143.067,,,,,"Pulitore elettrico HEALTH VAC PLUS per piscine e spa. Potenza 10W. Funziona con batterie al litio ricaricabili. Potenza aspirazione 1,5m³/h. Tempo di funzionamento 40 minuti. Può essere utilizzato con il manico in dotazione o collegato a un'asta. Include spazzola piccola"
Gre - PULITORE FOGLIE BATTERIA LEAF EATER.,Accessori,Pulitori,LE75,8412081290065,191.58,,,,,Pulitore per foglie a batteria LEAF EATER. Ricaricabile e senza fili. Da collegare alle aste telescopiche standard. Tempo di funzionamento 75 minuti.
Gre - PULITORE ELETTRICO STICK VAC PISCINE,Accessori,Pulitori,VCB08,8412081272535,81.885,,,,,"Pulitore elettrico STICK VAC per piscine e spa. Potenza 17W. Senza fili. Potenza aspirazione 1m³/h. Funziona con 8 batterie AA non incluse. Manico estensibile di 1,65m incluso"
Gre - PULITORE ELETTRICO POLE VAC PISCINE,Accessori,Pulitori,ABS3,8412081302751,60.77,,,,,"Pulitore elettrico POLE VAC per piscine autoportanti e spa. potenza10W. Senza fili. Potenza aspirazione 0,015m³/h. Funziona con 8 batterie AA non incluse. Manico estensibile di 1,33m incluso"
Gre - PULITORE FONDO AUTOMATICO PROFESSIONAL VAC.,Accessori,Pulitori,19007,8427370190070,158.62,,,,,"Pulitore fondo automatico PROFESSIONAL VAC. Funziona con sistemi di filtrazione con potenza minima di 0,2CV. Include tubo da 9,6m Ø38"
Gre - PULITORE FONDO AUTOMATICO SILENCE VAC.,Accessori,Pulitori,90397,8427370903977,65.92,,,,,"Pulitore fondo automatico SILENCE VAC. Funziona con sistemi di filtrazione con potenza minima di 1/2CV e massima di 1 1/2 CV. Include tubo da 9,6m Ø38"
Gre - PULITORE FONDO AUTOMATICO CLASSIC VAC.,Accessori,Pulitori,19001,8427370190018,115.36,,,,,Pulitore fondo automatico CLASSIC VAC. Funziona con sistemi di filtrazione con potenza minima di 3/4CV. Include tubo da 8m Ø38
Gre - PULITORE FONDO AUTOMATICO WIKI VAC.,Accessori,Pulitori,90399,8427370903991,105.06,,,,,"Pulitore fondo automatico WIKI VAC. Funziona con sistemi di filtrazione con potenza minima di 0,1CV. Include tubo da 6m Ø32"
Gre - PULITORE FONDO AUTOMATICO SMALL CONFORT.,Accessori,Pulitori,AR20682,8412081232287,44.29,,,,,Pulitore fondo automatico SMALL CONFORT. Funziona con sistemi di filtrazione con potenza minima di 1/3CV. Include tubo da 6m Ø32
Gre - PREFILTRO PULITORI FONDO ASPIRAZIONE. CONNETTORE,Accessori,Pulitori,PFAC17,8412081302744,37.08,,,,,"Prefiltro per pulitori fondo ad aspirazione. Connettore per tubo flessibile incluso. Capacità 1,7l"
Gre - PULIZIA MEDIUM VAC. COMPOSTO DA:,Accessori,Pulitori,AR20637,8412081231099,55.62,,,,,"Kit pulizia MEDIUM VAC. Composto da: 2 aspiratori (1 con pennello), tubo 9m Ø32, manico in alluminio da 2,16m (6 sezioni) e 3 connettori (Ø int: 38/80/110mm - Ø est: 32mm)"
Gre - PULIZIA LITTLE VAC. COMPOSTO DA:,Accessori,Pulitori,08011A,8427370080111,41.1485,,,,,"Kit pulizia LITTLE VAC. Composto da: puliscifondo manuale, tubo 5m Ø32, manico 4 sezioni e 3 pezzi di connessione"
Gre - CARTUCCIA RICAMBIO PULITORE CSPAN,Accessori,Pulitori,CCSPAN,8412081289892,12.8235,,,,,Cartuccia di ricambio per pulitore CSPAN
Gre - CARTUCCIA RICAMBIO PULITORE VCBP,Accessori,Pulitori,CVCB50P,8412081290218,24.926,Misura,50,,,Cartuccia di ricambio per pulitore VCB50P
Gre - CARTUCCIA RICAMBIO PULITORE VCBP,Accessori,Pulitori,CVCB10P,8412081290225,12.875,Misura,10,,,Cartuccia di ricambio per pulitore VCB10P
Gre - CARTUCCIA RICAMBIO ROBOT RBR,Accessori,Pulitori,CRBR75,8412081290232,22.6085,Misura,75,,,Cartuccia di ricambio per robot RBR75
Gre - CARTUCCIA RICAMBIO ROBOT RBR,Accessori,Pulitori,CRBR120,8412081290249,22.6085,Misura,120,,,Cartuccia di ricambio per robot RBR120
Gre - PULIZIA PISCINE. COMPOSTO DA: MANICO,Accessori,Materiale di pulizia,AR20641,8412081224718,97.85,Misura,3,,,"Kit pulizia piscine. Composto da: manico a 3 sezioni, tubo 6m Ø38, pulisci fondo, raccoglitore di fondo, termometro, dosatore, spazzola e cartine tornasole"
Gre - PULIZIA PISCINE. COMPOSTO DA: MANICO,Accessori,Materiale di pulizia,AR2064,8412081202433,71.07,Misura,o 3,,,"Kit pulizia piscine. Composto da: manico telescopico in alluminio 3x1,20m, testa aspiratore e tubo da 6m Ø38"
Gre - MANTENIMENTO PISCINA. COMPOSTO DA: ANALISI,Accessori,Materiale di pulizia,KMA05,8412081237664,42.745,,,,,"Kit mantenimento piscina. Composto da: kit analisi pH/Cloro, spazzola 45cm, raccoglitore di superficie, termometro e pulitore fondo"
Gre - MANTENIMENTO SPA. COMPOSTO DA: RETINO,Accessori,Materiale di pulizia,KMSPA,8412081264967,42.333,,,,,"Kit mantenimento per spa. Composto da: retino, spazzola, spugna per la linea di galleggiamento e manico a tre sezioni"
Gre - AUTOPORTANTE. COMPOSTO DA: TEST PH/CLORO,Accessori,Materiale di pulizia,08050,8427370080500,47.895,,,,,"Kit piscina autoportante. Composto da: kit Test pH/Cloro, Spazzola, Raccoglitore di superficie, manico 1,20m (3 sezioni), Termometro tubolare, dosatore e aspiratore Jet Vac Ventury"
Gre - MANTENIMENT ACCESSORI: COMPOSTO TEST PH/CLORO,Accessori,Materiale di pulizia,784880,3605217848802,38.11,,,,,"KIT MANTENIMENTO 7 ACCESSORI: composto da kit test pH/Cloro, spazzola, retino, termometro galleggiante, manico telescopico da 120cm, dosatore galleggiante, testa aspirazione mezza luna ed aspiratore Ventury"
Gre - PULITORE FONDO MICRO VENTURI CON,Accessori,Materiale di pulizia,90111,8427370901119,17.922,,,,,Pulitore di fondo Micro Venturi con ruote
Gre - ASPIRATORE VENTURY CON SPAZZOLA MEZZA,Accessori,Materiale di pulizia,772794,3605217727947,15.347,,,,,Aspiratore Ventury con spazzola a mezza luna + 1 sacchetto
Gre - SACCHETTO ASPIRATORE VENTURY MODELLO PICCOLO,Accessori,Materiale di pulizia,770344,3605217703446,3.914,,,,,Sacchetto per aspiratore Ventury modello piccolo
Gre - GRAPHITE RACCOGLITORE SUPERFICIE CON BORDO,Accessori,Materiale di pulizia,LSP40,8412081302874,25.647,,,,,GRAPHITE - raccoglitore di superficie con bordo protettivo in materiale morbido
Gre - GRAPHITE RACCOGLITORE FONDO CON BORDO,Accessori,Materiale di pulizia,LRP40,8412081302881,29.355,,,,,GRAPHITE - raccoglitore di fondo con bordo protettivo in materiale morbido
Gre - GRAPHITE PULISCIFONDO TRIANGOLARE CON BORDO,Accessori,Materiale di pulizia,VHTP40,8412081302904,38.316,,,,,GRAPHITE - puliscifondo triangolare con bordo protettivo in materiale morbido
Gre - GRAPHITE PULISCIFONDO RETTANGOLARE CON BORDO,Accessori,Materiale di pulizia,VHRP40,8412081302898,35.535,,,,,GRAPHITE - puliscifondo rettangolare con bordo protettivo in materiale morbido
Gre - GRAPHITE TERMOMETRO DIGITALE GALLEGGIANTE,Accessori,Materiale di pulizia,THP24,8412081302836,31.415,,,,,GRAPHITE - termometro digitale galleggiante
"Gre - GRAPHITE MANICO TELESCOPICO ALLUMINIX1, CON",Accessori,Materiale di pulizia,TPP360,8412081302867,38.11,,,,,"GRAPHITE - manico telescopico in alluminio 3x1,20m con presa in gomma"
Gre - GRAPHITE SPAZZOLA CON SETOLE LATERALI,Accessori,Materiale di pulizia,WBP45,8412081302812,25.132,Misura,45,,,GRAPHITE - spazzola con setole laterali 45cm
Gre - GRAPHITE SPAZZOLA CON SETOLE LATERALI,Accessori,Materiale di pulizia,WBP25,8412081302829,19.055,Misura,25,,,GRAPHITE - spazzola con setole laterali 25cm
Gre - GRAPHITE DOSATORE GALLEGGIANTE PASTIGLIE,Accessori,Materiale di pulizia,FDP250,8412081302843,11.536,Misura,250,,,GRAPHITE - dosatore galleggiante per pastiglie da 250g
Gre - GRAPHITE DOSATORE GALLEGGIANTE PASTIGLIE,Accessori,Materiale di pulizia,FDP20,8412081302850,7.828,Misura,20,,,GRAPHITE - dosatore galleggiante per pastiglie da 20g
Gre - GRAPHITE SPAZZOLA MANUALE,Accessori,Materiale di pulizia,HBP20,8412081302805,11.227,,,,,GRAPHITE - spazzola manuale 23x9 h 10cm
Gre - BOX ACCESSORI PULIZIA LINEA GRAPHITE,Accessori,Materiale di pulizia,BGRA10,8412081313900,0.0,,,,,Box accessori di pulizia - Linea Graphite
Gre - CONFORT RACCOGLITORE SUPERFICIE POLIESTERE CON,Accessori,Materiale di pulizia,40030N,8412081272962,11.948,,,,,CONFORT - raccoglitore di superficie in poliestere con bordo protettivo in materiale morbido
Gre - CONFORT RACCOGLITORE FONDO GRAN FORMATO,Accessori,Materiale di pulizia,40032N,8412081272955,13.081,,,,,CONFORT - raccoglitore di fondo Gran formato in poliestere con bordo protettivo in materiale morbido
Gre - CONFORT RACCOGLITORE SUPERFICIE ALLUMINIO,Accessori,Materiale di pulizia,RHSALN,8412081272979,12.875,,,,,CONFORT - raccoglitore di superficie in alluminio
Gre - CONFORT RACCOGLITORE FONDO ALLUMINIO,Accessori,Materiale di pulizia,RHFALN,8412081272986,16.274,,,,,CONFORT - raccoglitore di fondo in alluminio
Gre - CONFORT TERMOMETRO GALLEGGIANTE UFO,Accessori,Materiale di pulizia,TTUFO,8412081273068,7.004,,,,,CONFORT - termometro galleggiante UFO
Gre - CONFORT SUPPORTO METALLICO ACCESSORI POSIZIONI,Accessori,Materiale di pulizia,BHM5,8412081273075,16.8096,,,,,CONFORT - supporto metallico per accessori a 5 posizioni
Gre - CONFORT SPAZZOLA MULTIFUNZIONI DOPPIA,Accessori,Materiale di pulizia,40040N,8412081273006,9.785,,,,,CONFORT - spazzola multifunzioni doppia
Gre - CONFORT SPAZZOLA CON SETOLE LATERALI,Accessori,Materiale di pulizia,40041N,8412081273013,11.845,Misura,45,,,CONFORT - spazzola con setole laterali 45cm
Gre - CONFORT SPAZZOLA CON SETOLE LATERALI,Accessori,Materiale di pulizia,40041SN,8412081273020,8.034,Misura,25,,,CONFORT - spazzola con setole laterali 25cm
Gre - CONFORT SPAZZOLA GRAN FORMATO ALLUMINIO,Accessori,Materiale di pulizia,40046N,8412081272993,14.935,,,,,CONFORT - spazzola Gran formato in alluminio con setole laterali 45cm
Gre - CONFORT PULISCIFONDO TRIANGOLARE CON SPAZZOLE,Accessori,Materiale di pulizia,40016N,8412081273044,18.4885,,,,,CONFORT - Puliscifondo triangolare con spazzole laterali con bordo protettivo in materiale morbido
Gre - CONFORT PULISCIFONDO OVALE CON SPAZZOLE,Accessori,Materiale di pulizia,40017N,8412081273037,20.5485,,,,,CONFORT - puliscifondo ovale con spazzole laterali e bordo protettivo in materiale morbido
Gre - CONFORT PULISCIFONDO MANUALE CON RUOTE,Accessori,Materiale di pulizia,40018N,8412081273051,24.102,,,,,"CONFORT - Puliscifondo manuale con 8 ruote, spazzole laterali e bordo protettivo in materiale morbido"
"Gre - MANICO TELESCOPICO ALLUMINI, (3X1,)",Accessori,Materiale di pulizia,40014,8427370400148,25.132,,,,,"Manico telescopico in alluminio 3,60m (3x1,20m)"
"Gre - MANICO TELESCOPICO ALLUMINI, (2X2,)",Accessori,Materiale di pulizia,40011,8427370400117,30.076,,,,,"Manico telescopico in alluminio 4,80m (2x2,40m)"
"Gre - MANICO TELESCOPICO ALLUMINI, (2X1,)",Accessori,Materiale di pulizia,40010,8427370400100,24.205,Misura,o 3,,,"Manico telescopico in alluminio 3,60m (2x1,80m)"
"Gre - MANICO TELESCOPICO ALLUMINI, (2X1,)",Accessori,Materiale di pulizia,40013,8427370400131,17.9735,Misura,o 2,,,"Manico telescopico in alluminio 2,40m (2x1,20m)"
Gre - RACCOGLITORE FONDO CON MANICO TELESCOPICO,Accessori,Materiale di pulizia,40031F,8412081268866,11.948,,,,,Raccoglitore di fondo con manico telescopico
Gre - RACCOGLITORE SUPERFICIE CON MANICO TELESCOPICO,Accessori,Materiale di pulizia,40031,8427370400315,14.317,,,,,Raccoglitore di superficie con manico telescopico
Gre - SPAZZOLA ALLUMINIO ELIMINARE ALGHE,Accessori,Materiale di pulizia,CAA25,8412081241456,13.081,,,,,Spazzola in alluminio per eliminare le alghe 25cm
Gre - SPAZZOLA CON ATTACCO ASPIRARE,Accessori,Materiale di pulizia,40802,8427370408021,18.746,,,,,Spazzola con attacco per aspirare
Gre - SPAZZOLA ASPIRATUTTO ANGOLI,Accessori,Materiale di pulizia,40806,8427370408069,10.609,,,,,Spazzola aspiratutto per angoli
Gre - SPUGNA PULIZIA DELLA LINEA D'ACQUA,Accessori,Materiale di pulizia,770334,3605217703347,4.0685,,,,,"Spugna per la pulizia della linea d'acqua 14,5x9x8 cm"
Gre - GUANTO CON SPUGNA PULIRE LINEA,Accessori,Materiale di pulizia,GFL5,8412081264400,8.1885,,,,,Guanto con spugna per pulire la linea d'acqua
Gre - POOL GOM: SPUGNA PULIRE LINEA,Accessori,Materiale di pulizia,PGL4,8412081264431,7.004515,,,,,"Pool gom: spugna per pulire la linea d'acqua (2pz grandi 12 x 7,5 x 3cm + 2pz piccoli 7,5 x 4 x 3cm)"
Gre - TERMOMETRO GALLEGGIANTE PESCE PAGLIACCIO,Accessori,Materiale di pulizia,TBF20,8412081258003,13.287,,,,,Termometro galleggiante Pesce Pagliaccio
Gre - TERMOMETRO GALLEGGIANTE PALLA,Accessori,Materiale di pulizia,40055,8427370400551,14.317,,,,,Termometro galleggiante Palla
Gre - TERMOMETRO GALLEGGIANTE BOA,Accessori,Materiale di pulizia,40054,8427370400544,20.3425,,,,,Termometro galleggiante Boa
Gre - TERMOMETRO GALLEGGIANTE TUBOLARE,Accessori,Materiale di pulizia,40051,8427370400513,5.4075,,,,,Termometro galleggiante Tubolare
Gre - TERMOMETRO GALLEGGIANTE BIG DOPPIA LETTURA,Accessori,Materiale di pulizia,40050,8427370400506,17.4585,,,,,Termometro galleggiante BIG Doppia lettura
Gre - TERMOMETRO GALLEGGIANTE CON ANIMALI,Accessori,Materiale di pulizia,770326,3605217703262,6.489,,,,,Termometro galleggiante con animali
Gre - DOSATORE COMBI: TERMOMETRO DOSATORE CAPACITÀ,Accessori,Materiale di pulizia,40070,8427370400704,10.403,,,,,"Dosatore Combi: Termometro + dosatore capacità 1,5kg (pastiglie da 20 a 500g) + controllo consumo"
Gre - DOSATORE COMBI: TERMOMETRO DOSATORE PASTIGLIE,Accessori,Materiale di pulizia,DCT20,8412081241463,7.7147,,,,,Dosatore Combi: Termometro + dosatore per pastiglie da 20g + controllo Consumo
Gre - DOSATORE GALLEGGIANTE. CAPACITÀ PASTIGLIE,Accessori,Materiale di pulizia,40071,8427370400711,5.4075,,,,,Dosatore galleggiante. Capacità 7 pastiglie da 20g
Gre - SPAZZOLA PULISCIFONDO RETTANGOLARE ALLUMINIO,Accessori,Materiale di pulizia,40022,8427370400223,33.99,,,,,Spazzola puliscifondo rettangolare in alluminio
Gre - IMPUGNATURA CLIP UNIRE PULISCIFONDO MANICI,Accessori,Materiale di pulizia,40092,8427370400926,9.476,,,,,Impugnatura a Clip Ø28 per unire i puliscifondo ai manici telescopici
Gre - CARDBOARD RACCOGLITORE SUPERFICIE CLASSICO,Accessori,Materiale di pulizia,772804,3605217728043,5.4075,,,,,CARDBOARD - Raccoglitore di superficie classico
Gre - CARDBOARD RACCOGLITORE SUPERFICIE PROFESSIONALE,Accessori,Materiale di pulizia,772868,3605217728685,11.227,,,,,CARDBOARD - Raccoglitore di superficie professionale
Gre - CARDBOARD RACCOGLITORE FONDO CLASSICO,Accessori,Materiale di pulizia,777580,3605217775801,6.489,,,,,CARDBOARD - Raccoglitore di fondo classico
Gre - CARDBOARD RACCOGLITORE FONDO PROFESSIONALE,Accessori,Materiale di pulizia,772872,3605217728722,14.1625,,,,,CARDBOARD - Raccoglitore di fondo professionale
Gre - CARDBOARD RACCOGLITORE SUPERFICIE MANICO ALLUMINIO,Accessori,Materiale di pulizia,772869,3605217728692,8.1885,,,,,CARDBOARD - Raccoglitore di superficie + manico in alluminio da 122cm
Gre - CARDBOARD TESTA PULISCIFONDO TRIANGOLARE,Accessori,Materiale di pulizia,777584,3605217775849,14.111,,,,,CARDBOARD - Testa puliscifondo triangolare
Gre - CARDBOARD TESTA PULISCIFONDO OVALE CON,Accessori,Materiale di pulizia,770306,3605217703064,15.860455,,,,,CARDBOARD - Testa puliscifondo ovale con spazzole laterali
Gre - CARDBOARD TESTA PULISCIFONDO MEZZALUNA CLASSICA,Accessori,Materiale di pulizia,777970,3605217779700,9.2185,,,,,CARDBOARD - Testa puliscifondo a mezzaluna classica
Gre - CARDBOARD TESTA PULISCIFOND RUOTE CON,Accessori,Materiale di pulizia,777573,3605217775733,23.6385,,,,,CARDBOARD - Testa puliscifondo 8 ruote con spazzole laterali
Gre - CARDBOARD SPAZZOLA GRAN FORMATCM CON,Accessori,Materiale di pulizia,772877,3605217728777,13.1325,,,,,CARDBOARD - Spazzola Gran Formato 45cm con rinforzo in alluminio
Gre - CARDBOARD SPAZZOLA PARETE CLASSICA,Accessori,Materiale di pulizia,772876,3605217728760,6.592,,,,,CARDBOARD - Spazzola da parete classica 45cm
